holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
None,267.08,0.0,0.0,90,Snow,light snow,2/19/2018 18:00,2659,low,low
None,290.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,10/5/2017 15:00,5968,very high,medium
None,292.02,0.0,0.0,1,Mist,mist,7/21/2017 5:00,2728,low,high
None,288.9,2.03,0.0,88,Rain,moderate rain,10/5/2016 1:00,314,very low,medium
None,258.22,0.0,0.0,1,Clear,sky is clear,2/9/2016 7:00,6778,very high,low
None,300.91,0.0,0.0,1,Clear,sky is clear,7/23/2015 18:00,4562,high,high
None,286.9,0.0,0.0,20,Clouds,few clouds,4/25/2014 20:00,3013,medium,medium
None,255.78,0.0,0.0,40,Clouds,scattered clouds,2/4/2014 6:00,5474,high,low
None,272.22,0.0,0.0,1,Clear,sky is clear,3/21/2017 11:00,4732,high,low
None,292.15,0.0,0.0,40,Mist,mist,8/21/2018 11:00,4652,high,high
None,280.77,0.0,0.0,90,Rain,moderate rain,10/28/2015 10:00,4642,high,medium
None,292.73,0.0,0.0,20,Clouds,few clouds,6/8/2016 11:00,5103,high,high
None,259.24,0.0,0.0,0,Clear,sky is clear,1/31/2014 17:00,5724,high,low
None,281.93,0.0,0.0,90,Clouds,overcast clouds,4/25/2016 20:00,2820,low,medium
None,281.65,0.0,0.0,1,Clear,sky is clear,2/27/2016 11:00,4608,high,medium
None,276.28,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 18:00,4061,medium,medium
None,272.86,0.0,0.0,5,Mist,mist,4/22/2018 7:00,1289,very low,medium
None,288.76,0.0,0.0,1,Clear,sky is clear,10/6/2015 20:00,2772,low,medium
None,278.52,1.07,0.0,64,Rain,moderate rain,12/28/2013 13:00,4162,medium,medium
None,249.91,0.0,0.0,20,Clouds,few clouds,1/23/2013 9:00,5394,high,low
None,283.83,0.0,0.0,1,Clear,sky is clear,7/7/2015 6:00,5528,high,medium
None,265.36,0.0,0.0,1,Clear,sky is clear,3/17/2013 21:00,2206,low,low
None,272.97,0.0,0.0,64,Mist,mist,12/4/2013 0:00,613,very low,medium
None,256.66,0.0,0.0,1,Clear,sky is clear,2/2/2014 22:00,1721,low,low
None,297.21,0.0,0.0,75,Clouds,broken clouds,6/25/2018 12:00,4748,high,high
None,257.79,0.0,0.0,90,Mist,mist,12/28/2017 9:00,3529,medium,low
None,268.37,0.0,0.0,90,Haze,haze,12/18/2012 15:00,6120,very high,low
None,273.35,0.0,0.0,90,Snow,light snow,1/7/2016 11:00,4517,high,medium
None,261.23,0.0,0.0,1,Clear,sky is clear,1/27/2016 2:00,274,very low,low
None,275.5,0.0,0.0,90,Clouds,overcast clouds,11/2/2017 23:00,1336,very low,medium
None,271.35,0.0,0.0,75,Clouds,broken clouds,2/25/2016 2:00,284,very low,low
None,278.21,0.0,0.0,75,Clouds,broken clouds,3/3/2018 12:00,5023,high,medium
None,291.86,0.0,0.0,1,Clear,sky is clear,9/11/2018 9:00,5471,high,high
None,291.13,1.15,0.0,90,Rain,moderate rain,8/17/2015 3:00,356,very low,medium
None,288.37,4.43,0.0,90,Rain,heavy intensity rain,6/7/2014 5:00,961,very low,medium
None,274.99,0.25,0.0,90,Rain,light rain,4/16/2014 14:00,5269,high,medium
None,280.07,0.0,0.0,90,Clouds,overcast clouds,12/7/2012 4:00,743,very low,medium
None,301.93,0.0,0.0,75,Clouds,broken clouds,7/30/2017 17:00,4910,high,high
None,284.4,0.0,0.0,20,Clouds,few clouds,5/9/2016 6:00,5902,very high,medium
None,274.37,0.0,0.0,90,Clouds,overcast clouds,11/5/2017 9:00,2974,medium,medium
None,267.86,0.0,0.0,40,Clouds,scattered clouds,1/23/2018 13:00,3670,medium,low
None,272.61,0.0,0.0,75,Clouds,broken clouds,2/26/2016 11:00,5425,high,medium
None,286.74,0.0,0.0,75,Rain,light rain,4/18/2017 12:00,5009,high,medium
None,301.61,0.0,0.0,40,Clouds,scattered clouds,8/1/2014 16:00,6411,very high,high
None,263.74,0.0,0.0,5,Clear,sky is clear,12/23/2017 11:00,4002,medium,low
None,272.95,0.0,0.0,90,Mist,mist,1/3/2017 0:00,716,very low,medium
None,269.35,0.0,0.0,1,Clear,sky is clear,1/31/2018 8:00,5155,high,low
None,287.28,0.0,0.0,1,Clear,sky is clear,6/24/2017 2:00,637,very low,medium
None,267.06,0.0,0.0,90,Clouds,overcast clouds,3/23/2014 13:00,4587,high,low
None,279.43,0.25,0.0,75,Rain,light rain,9/26/2018 8:00,6032,very high,medium
None,293.97,0.0,0.0,40,Clouds,scattered clouds,9/6/2018 14:00,4947,high,high
None,288.58,0.0,0.0,1,Clear,sky is clear,8/25/2016 7:00,6256,very high,medium
None,288.01,0.0,0.0,40,Clouds,scattered clouds,5/10/2017 22:00,1987,low,medium
None,281.95,0.0,0.0,93,Mist,mist,10/14/2012 23:00,1002,very low,medium
None,295.97,0.6,0.0,1,Rain,light rain,8/15/2015 2:00,653,very low,high
None,274.06,0.0,0.0,0,Clear,Sky is Clear,10/8/2016 4:00,436,very low,medium
None,252.49,0.0,0.0,1,Clear,sky is clear,2/21/2013 5:00,2607,low,low
None,295.22,0.0,0.0,1,Clear,sky is clear,8/15/2018 23:00,1051,very low,high
None,285.68,0.0,0.0,90,Clouds,overcast clouds,6/25/2017 4:00,445,very low,medium
None,295.08,0.0,0.0,1,Clear,sky is clear,7/8/2018 1:00,786,very low,high
None,273.44,0.0,0.0,90,Snow,light snow,3/11/2018 1:00,975,very low,medium
None,281.15,0.0,0.0,90,Mist,mist,10/15/2017 0:00,1531,low,medium
None,268.89,0.0,0.0,1,Clear,sky is clear,3/30/2018 6:00,4463,high,low
None,277.62,0.0,0.0,40,Clouds,scattered clouds,3/22/2018 15:00,5963,very high,medium
None,280.65,0.0,0.0,1,Clear,sky is clear,4/8/2017 7:00,2283,low,medium
None,269.23,0.0,0.0,90,Clouds,overcast clouds,3/16/2014 18:00,3537,medium,low
None,269.93,0.0,0.0,90,Mist,mist,12/15/2017 21:00,2866,low,low
None,294.58,0.0,0.0,75,Rain,light rain,6/18/2018 13:00,4743,high,high
None,272.95,0.0,0.0,1,Clear,sky is clear,11/27/2017 4:00,810,very low,medium
None,276.411,0.0,0.0,0,Clear,Sky is Clear,2/17/2017 10:00,4841,high,medium
None,289.36,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/24/2017 15:00,4573,high,medium
None,278.94,0.0,0.0,90,Clouds,overcast clouds,11/13/2017 13:00,4779,high,medium
None,264.76,0.0,0.0,1,Clear,sky is clear,3/3/2017 1:00,406,very low,low
None,272.29,0.0,0.0,1,Clear,sky is clear,11/7/2017 18:00,4421,high,medium
None,275.96,0.0,0.0,90,Clouds,overcast clouds,10/27/2012 19:00,3475,medium,medium
None,254.9,0.0,0.0,1,Clear,sky is clear,1/7/2017 23:00,1757,low,low
None,296.94,0.0,0.0,20,Clouds,few clouds,6/5/2016 20:00,2890,low,high
None,279.44,0.0,0.0,1,Clear,sky is clear,10/10/2015 5:00,430,very low,medium
None,293.22,0.0,0.0,1,Rain,moderate rain,6/25/2018 8:00,5383,high,high
None,270.88,0.0,0.0,1,Haze,haze,11/12/2017 9:00,2910,low,low
None,294.78,0.69,0.0,90,Mist,mist,9/4/2018 10:00,4403,high,high
None,281.16,0.0,0.0,90,Clouds,overcast clouds,10/5/2015 7:00,6470,very high,medium
None,253.77,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 6:00,5737,high,low
None,269.29,0.0,0.0,90,Haze,haze,12/17/2017 11:00,3996,medium,low
None,274.89,0.0,0.0,90,Mist,mist,12/3/2012 12:00,4777,high,medium
None,273.41,0.0,0.0,90,Snow,light snow,4/5/2018 21:00,2888,low,medium
None,264.75,0.0,0.0,40,Clouds,scattered clouds,12/7/2017 13:00,5035,high,low
None,282.43,0.0,0.0,57,Mist,mist,10/14/2012 9:00,2685,low,medium
None,275.55,0.0,0.0,90,Clouds,overcast clouds,2/12/2017 4:00,265,very low,medium
None,292.0,0.0,0.0,75,Clouds,broken clouds,5/17/2014 18:00,4258,medium,high
None,281.69,0.0,0.0,90,Clouds,overcast clouds,4/19/2017 0:00,667,very low,medium
None,275.35,0.0,0.0,90,Rain,light rain,2/7/2016 16:00,4466,high,medium
None,299.57,0.0,0.0,1,Clear,sky is clear,8/4/2014 17:00,6077,very high,high
None,250.9,0.0,0.0,1,Clear,sky is clear,1/6/2017 0:00,731,very low,low
None,297.48,0.0,0.0,76,Rain,light rain,7/8/2013 8:00,5820,high,high
None,270.28,0.0,0.0,90,Mist,mist,2/15/2016 11:00,4220,medium,low
None,266.94,0.0,0.0,90,Mist,mist,12/18/2012 9:00,5303,high,low
None,277.95,0.0,0.0,75,Clouds,broken clouds,2/28/2017 10:00,4532,high,medium
None,255.95,0.0,0.0,64,Clouds,broken clouds,12/5/2013 21:00,3504,medium,low
None,273.68,0.0,0.0,90,Snow,light snow,1/22/2018 5:00,2797,low,medium
None,271.43,0.0,0.0,90,Snow,light snow,3/6/2018 0:00,308,very low,low
None,296.71,0.0,0.0,1,Clear,sky is clear,5/17/2013 21:00,2839,low,high
None,302.74,0.0,0.0,40,Clouds,scattered clouds,8/2/2016 16:00,6114,very high,high
None,285.51,0.0,0.0,1,Clear,sky is clear,2/27/2016 12:00,5136,high,medium
None,273.55,0.0,0.0,20,Clouds,few clouds,5/15/2016 6:00,960,very low,medium
None,258.49,0.0,0.0,40,Clouds,scattered clouds,2/9/2014 1:00,671,very low,low
None,271.55,0.0,0.0,90,Snow,light snow,11/9/2017 1:00,348,very low,low
None,298.45,0.0,0.0,0,Clear,Sky is Clear,8/10/2016 10:00,4119,medium,high
None,273.75,0.0,0.0,1,Clear,sky is clear,4/6/2013 0:00,1037,very low,medium
None,289.28,0.0,0.0,5,Clear,sky is clear,9/8/2017 12:00,5120,high,medium
None,293.29,0.51,0.0,90,Rain,moderate rain,5/23/2016 20:00,2482,low,high
None,260.09,0.0,0.0,1,Clear,sky is clear,12/14/2016 5:00,2781,low,low
None,296.82,0.0,0.0,5,Clear,sky is clear,5/31/2018 22:00,2222,low,high
None,262.0,0.0,0.0,1,Clear,sky is clear,2/7/2014 16:00,6114,very high,low
None,275.22,0.0,0.0,90,Clouds,overcast clouds,3/30/2018 18:00,4573,high,medium
None,271.22,0.0,0.0,75,Clouds,broken clouds,3/3/2017 14:00,5718,high,low
None,270.08,0.0,0.0,20,Clouds,few clouds,4/25/2013 6:00,5924,very high,low
None,257.26,0.0,0.0,1,Clear,sky is clear,2/7/2014 21:00,2928,medium,low
None,301.65,0.0,0.0,1,Clear,sky is clear,6/9/2017 17:00,5436,high,high
None,283.585,0.0,0.0,0,Clear,Sky is Clear,11/1/2016 9:00,4892,high,medium
None,282.84,0.0,0.0,5,Clear,sky is clear,5/2/2017 22:00,1830,low,medium
None,276.55,0.0,0.0,75,Clouds,broken clouds,4/26/2013 11:00,5594,high,medium
None,295.02,0.0,0.0,75,Clouds,broken clouds,4/15/2016 19:00,4033,medium,high
None,271.65,0.0,0.0,1,Clear,sky is clear,2/18/2016 9:00,5036,high,low
None,279.93,0.0,0.0,1,Clear,sky is clear,3/29/2016 8:00,5928,very high,medium
None,292.52,0.0,0.0,0,Clear,Sky is Clear,8/23/2013 3:00,379,very low,high
None,293.53,6.35,0.0,90,Mist,mist,7/5/2016 20:00,1975,low,high
None,257.03,0.0,0.0,1,Clear,sky is clear,1/29/2018 23:00,1185,very low,low
None,276.81,0.0,0.0,1,Clear,sky is clear,5/11/2013 8:00,2512,low,medium
None,255.48,0.0,0.0,75,Clouds,broken clouds,2/15/2014 4:00,349,very low,low
None,256.87,0.0,0.0,40,Clouds,scattered clouds,2/1/2018 2:00,285,very low,low
None,287.96,0.0,0.0,1,Clear,sky is clear,5/3/2017 11:00,4830,high,medium
None,271.09,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 3:00,384,very low,low
None,271.391,0.0,0.0,92,Clouds,overcast clouds,1/24/2017 20:00,2675,low,low
None,292.43,0.0,0.0,1,Mist,mist,8/12/2018 2:00,678,very low,high
None,292.28,0.0,0.0,20,Fog,fog,7/20/2017 7:00,6446,very high,high
None,300.12,0.0,0.0,75,Clouds,broken clouds,7/24/2016 18:00,2998,medium,high
None,289.77,0.0,0.0,0,Clear,Sky is Clear,6/18/2013 3:00,363,very low,medium
None,298.55,0.0,0.0,90,Clouds,overcast clouds,7/25/2014 18:00,4859,high,high
None,298.51,0.0,0.0,1,Clear,sky is clear,9/7/2015 18:00,3622,medium,high
None,289.94,0.0,0.0,36,Clouds,scattered clouds,6/12/2016 6:00,810,very low,medium
None,299.82,0.0,0.0,1,Clear,sky is clear,8/5/2015 16:00,6501,very high,high
None,289.05,0.0,0.0,1,Clear,sky is clear,8/21/2015 7:00,5972,very high,medium
None,292.11,0.0,0.0,1,Clear,sky is clear,6/25/2015 23:00,1507,low,high
None,290.82,0.0,0.0,40,Clouds,scattered clouds,9/27/2017 17:00,6315,very high,medium
None,271.56,0.0,0.0,90,Snow,light snow,12/22/2015 1:00,434,very low,low
None,291.62,0.0,0.0,40,Clouds,scattered clouds,6/26/2016 6:00,926,very low,medium
None,274.75,0.0,0.0,5,Clear,sky is clear,2/14/2018 20:00,2775,low,medium
None,251.83,0.0,0.0,1,Clear,sky is clear,12/7/2013 10:00,3636,medium,low
None,297.37,0.0,0.0,0,Clear,Sky is Clear,8/4/2016 3:00,470,very low,high
None,292.79,0.0,0.0,88,Clouds,overcast clouds,9/11/2013 0:00,570,very low,high
None,281.0,0.0,0.0,1,Clear,sky is clear,5/7/2013 4:00,733,very low,medium
None,280.21,0.0,0.0,90,Clouds,overcast clouds,10/13/2015 5:00,2847,low,medium
None,301.41,0.0,0.0,56,Clouds,broken clouds,8/25/2013 12:00,4851,high,high
None,278.63,0.0,0.0,90,Clouds,overcast clouds,11/2/2012 6:00,5236,high,medium
None,279.8,0.0,0.0,90,Clouds,overcast clouds,5/5/2013 21:00,2467,low,medium
None,292.84,0.0,0.0,0,Clear,Sky is Clear,6/25/2013 1:00,377,very low,high
None,250.44,0.0,0.0,1,Clear,sky is clear,12/30/2017 3:00,349,very low,low
None,299.39,0.0,0.0,90,Thunderstorm,thunderstorm,8/22/2015 16:00,4257,medium,high
None,289.86,0.0,0.0,40,Rain,heavy intensity rain,6/18/2017 1:00,1293,very low,medium
None,274.24,0.0,0.0,90,Clouds,overcast clouds,3/11/2013 12:00,4552,high,medium
None,291.44,0.0,0.0,90,Mist,mist,6/4/2016 18:00,4333,medium,medium
None,297.72,0.0,0.0,75,Clouds,broken clouds,7/17/2017 10:00,4154,medium,high
None,261.69,0.0,0.0,90,Clouds,overcast clouds,2/10/2016 16:00,6671,very high,low
None,285.6,0.0,0.0,75,Clouds,broken clouds,10/23/2012 11:00,4725,high,medium
None,276.9,0.0,0.0,5,Clear,sky is clear,1/18/2017 14:00,5117,high,medium
None,270.09,0.0,0.0,1,Clear,sky is clear,3/30/2018 3:00,359,very low,low
None,270.64,0.0,0.0,1,Clear,sky is clear,10/22/2013 1:00,355,very low,low
None,286.5,0.0,0.0,1,Clear,sky is clear,9/14/2013 8:00,3407,medium,medium
None,293.92,0.0,0.0,1,Clear,sky is clear,7/25/2016 0:00,1969,low,high
None,297.92,0.0,0.0,40,Clouds,scattered clouds,8/16/2013 14:00,5854,very high,high
None,298.89,0.0,0.0,90,Drizzle,light intensity drizzle,6/7/2017 21:00,2824,low,high
None,271.15,0.0,0.0,20,Clouds,few clouds,1/16/2013 15:00,5700,high,low
None,294.73,0.0,0.0,90,Drizzle,light intensity drizzle,6/11/2017 17:00,4137,medium,high
None,269.61,0.0,0.0,40,Clouds,scattered clouds,2/13/2018 13:00,4762,high,low
None,287.06,0.3,0.0,1,Mist,mist,8/5/2015 6:00,5713,high,medium
None,301.06,0.0,0.0,0,Clear,Sky is Clear,6/20/2014 19:00,3737,medium,high
None,297.79,0.0,0.0,1,Clear,sky is clear,7/31/2015 11:00,5128,high,high
None,255.21,0.0,0.0,40,Snow,light snow,1/11/2016 11:00,4135,medium,low
None,261.48,0.0,0.0,1,Clear,sky is clear,2/16/2014 3:00,323,very low,low
None,273.65,0.0,0.0,90,Snow,light snow,4/7/2016 8:00,5941,very high,medium
None,270.79,0.0,0.0,1,Clear,sky is clear,11/20/2015 11:00,5060,high,low
None,270.69,0.0,0.0,75,Snow,snow,2/24/2017 4:00,792,very low,low
None,271.75,0.0,0.0,90,Snow,heavy snow,4/14/2013 1:00,860,very low,low
None,286.92,0.0,0.0,12,Clouds,few clouds,9/28/2016 11:00,4392,high,medium
None,293.76,0.0,0.0,1,Clear,sky is clear,7/1/2015 20:00,3144,medium,high
None,274.88,0.0,0.0,90,Drizzle,light intensity drizzle,10/26/2017 23:00,1617,low,medium
None,274.72,0.0,0.0,90,Rain,light rain,3/4/2018 9:00,2434,low,medium
None,295.55,0.0,0.0,90,Mist,mist,9/2/2015 11:00,5126,high,high
None,260.48,0.0,0.0,64,Clouds,broken clouds,11/27/2013 2:00,292,very low,low
None,305.33,0.0,0.0,20,Clouds,few clouds,6/19/2016 16:00,5217,high,high
None,287.25,0.0,0.0,90,Rain,moderate rain,5/18/2013 16:00,4935,high,medium
None,298.15,0.0,0.0,1,Clear,sky is clear,6/22/2018 14:00,5351,high,high
None,258.69,0.0,0.0,64,Clouds,broken clouds,12/10/2013 17:00,5754,high,low
None,263.4,0.0,0.0,20,Clouds,few clouds,2/22/2014 15:00,3613,medium,low
None,287.37,3.39,0.0,56,Rain,moderate rain,6/6/2013 17:00,6419,very high,medium
None,299.35,0.0,0.0,75,Clouds,broken clouds,6/23/2018 19:00,3660,medium,high
None,286.38,0.36,0.0,92,Mist,mist,6/6/2013 12:00,5181,high,medium
None,271.57,0.0,0.0,90,Snow,heavy snow,4/13/2013 2:00,551,very low,low
None,287.78,0.0,0.0,75,Clouds,broken clouds,9/28/2017 10:00,4611,high,medium
None,248.02,0.0,0.0,1,Clear,sky is clear,1/27/2014 22:00,1182,very low,low
None,277.92,0.0,0.0,1,Clear,sky is clear,11/14/2012 14:00,6131,very high,medium
None,282.42,0.0,0.0,90,Clouds,overcast clouds,5/23/2017 7:00,6873,very high,medium
None,298.55,0.0,0.0,0,Clear,Sky is Clear,9/30/2013 17:00,5951,very high,high
None,293.39,0.0,0.0,0,Clear,Sky is Clear,9/30/2013 21:00,2232,low,high
None,284.32,0.0,0.0,1,Clear,sky is clear,9/19/2015 2:00,556,very low,medium
None,290.26,1.52,0.0,90,Rain,moderate rain,8/28/2018 4:00,986,very low,medium
None,286.2,0.0,0.0,1,Clear,sky is clear,6/5/2016 2:00,704,very low,medium
None,294.27,0.51,0.0,90,Thunderstorm,thunderstorm with rain,9/6/2016 10:00,4024,medium,high
None,287.47,0.0,0.0,0,Clear,Sky is Clear,9/26/2016 12:00,4170,medium,medium
None,288.27,0.0,0.0,40,Clouds,scattered clouds,3/6/2017 15:00,5727,high,medium
None,288.72,0.0,0.0,1,Clear,sky is clear,4/16/2016 4:00,413,very low,medium
None,299.86,0.0,0.0,1,Clear,sky is clear,8/30/2015 16:00,4538,high,high
None,295.62,0.0,0.0,75,Clouds,broken clouds,7/26/2014 3:00,462,very low,high
None,277.61,0.0,0.0,90,Clouds,overcast clouds,11/2/2016 2:00,276,very low,medium
None,278.22,1.52,0.0,90,Drizzle,light intensity drizzle,4/28/2016 18:00,4884,high,medium
None,284.84,0.3,0.0,1,Rain,light rain,9/9/2015 5:00,2952,medium,medium
None,293.42,0.0,0.0,5,Clear,sky is clear,9/2/2017 21:00,2921,medium,high
None,291.36,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/3/2016 17:00,5924,very high,medium
None,252.63,0.0,0.0,1,Clear,sky is clear,12/6/2013 3:00,377,very low,low
None,249.29,0.0,0.0,1,Clear,sky is clear,1/17/2016 10:00,2857,low,low
None,296.32,0.0,0.0,90,Clouds,overcast clouds,7/27/2016 2:00,341,very low,high
None,251.5,0.0,0.0,5,Clear,sky is clear,12/30/2017 14:00,4003,medium,low
None,271.65,0.0,0.0,1,Clear,sky is clear,3/8/2013 18:00,4822,high,low
None,260.34,0.0,0.0,75,Clouds,broken clouds,12/10/2016 1:00,721,very low,low
None,268.88,0.0,0.0,1,Clear,sky is clear,11/29/2017 4:00,883,very low,low
None,266.86,0.0,0.0,90,Clouds,overcast clouds,2/22/2018 11:00,5108,high,low
None,287.22,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4/30/2018 1:00,327,very low,medium
None,263.28,0.0,0.0,20,Clouds,few clouds,2/7/2018 15:00,5658,high,low
None,271.44,0.0,0.0,64,Clouds,broken clouds,1/12/2014 7:00,1053,very low,low
None,290.06,0.0,0.0,90,Clouds,overcast clouds,6/1/2016 14:00,5297,high,medium
None,289.37,0.0,0.0,40,Rain,light rain,8/27/2016 5:00,744,very low,medium
None,277.42,0.0,0.0,1,Clear,sky is clear,11/7/2015 20:00,2794,low,medium
None,282.33,0.0,0.0,57,Mist,mist,10/14/2012 10:00,3370,medium,medium
None,284.94,0.0,0.0,75,Mist,mist,11/11/2012 13:00,3733,medium,medium
None,289.35,0.0,0.0,75,Clouds,broken clouds,7/1/2017 7:00,2126,low,medium
None,287.01,3.9,0.0,92,Drizzle,light intensity drizzle,6/7/2014 6:00,1673,low,medium
None,276.24,0.0,0.0,1,Clear,sky is clear,4/17/2014 20:00,3067,medium,medium
None,290.03,0.0,0.0,1,Clear,sky is clear,9/3/2016 9:00,3713,medium,medium
None,272.46,0.0,0.0,90,Haze,haze,3/20/2018 17:00,6097,very high,medium
None,268.68,0.0,0.0,75,Clouds,broken clouds,1/7/2018 12:00,4070,medium,low
None,275.01,0.0,0.0,1,Clear,sky is clear,4/1/2017 1:00,868,very low,medium
None,286.36,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,5/19/2013 9:00,2802,low,medium
None,290.93,0.0,0.0,1,Clear,sky is clear,5/27/2016 0:00,786,very low,medium
None,275.52,0.0,0.0,1,Clear,sky is clear,3/4/2017 11:00,4946,high,medium
None,271.42,0.0,0.0,1,Fog,fog,12/5/2016 4:00,798,very low,low
None,293.55,0.0,0.0,90,Rain,heavy intensity rain,8/20/2018 8:00,5349,high,high
None,286.5,0.0,0.0,1,Clear,sky is clear,10/21/2015 10:00,4551,high,medium
None,281.93,0.0,0.0,1,Clear,sky is clear,10/9/2017 9:00,5004,high,medium
None,299.9,0.0,0.0,40,Clouds,scattered clouds,6/25/2015 15:00,6122,very high,high
None,293.03,0.0,0.0,75,Clouds,broken clouds,5/14/2013 21:00,3282,medium,high
None,293.32,0.0,0.0,90,Clouds,overcast clouds,9/12/2016 20:00,2263,low,high
None,275.43,0.0,0.0,75,Clouds,broken clouds,3/23/2018 11:00,5230,high,medium
None,267.24,0.0,0.0,90,Mist,mist,12/30/2015 2:00,356,very low,low
None,298.09,0.0,0.0,75,Clouds,broken clouds,7/18/2014 17:00,5742,high,high
None,270.3,0.0,0.0,1,Clear,sky is clear,3/18/2018 1:00,1075,very low,low
None,289.55,0.0,0.0,1,Clear,sky is clear,5/15/2017 9:00,4786,high,medium
None,289.36,0.0,0.0,75,Rain,light rain,10/5/2017 17:00,6122,very high,medium
None,276.44,0.0,0.0,75,Mist,mist,12/3/2012 20:00,2478,low,medium
None,260.76,0.0,0.0,1,Clear,sky is clear,1/24/2018 3:00,373,very low,low
None,262.12,0.0,0.0,1,Clear,sky is clear,12/28/2015 6:00,4526,high,low
None,292.86,0.0,0.0,90,Rain,moderate rain,7/16/2015 20:00,2903,low,high
None,273.58,0.0,0.0,90,Clouds,overcast clouds,2/23/2016 0:00,518,very low,medium
None,281.62,0.0,0.0,1,Clear,sky is clear,5/8/2017 5:00,2829,low,medium
None,295.24,0.0,0.0,1,Clear,sky is clear,9/3/2016 19:00,2744,low,high
None,289.22,0.0,0.0,0,Clear,Sky is Clear,9/24/2013 21:00,2657,low,medium
None,281.26,0.0,0.0,90,Clouds,overcast clouds,10/19/2012 20:00,2908,low,medium
None,284.86,0.0,0.0,90,Fog,fog,10/6/2017 10:00,4719,high,medium
None,287.22,0.0,0.0,1,Clear,sky is clear,4/4/2017 13:00,4514,high,medium
None,285.87,6.35,0.0,36,Rain,heavy intensity rain,5/8/2014 0:00,586,very low,medium
None,291.01,0.0,0.0,40,Clouds,scattered clouds,5/4/2018 22:00,2718,low,medium
None,265.72,0.0,0.0,75,Snow,light snow,12/6/2017 21:00,2449,low,low
None,270.0,0.0,0.0,1,Clear,sky is clear,3/9/2017 3:00,322,very low,low
None,292.1,0.76,0.0,75,Rain,light rain,8/24/2018 20:00,3076,medium,high
None,286.35,0.0,0.0,90,Mist,mist,8/3/2017 17:00,6060,very high,medium
None,292.87,0.0,0.0,40,Clouds,scattered clouds,7/23/2017 5:00,500,very low,high
None,281.35,0.0,0.0,40,Drizzle,light intensity drizzle,4/4/2017 1:00,368,very low,medium
None,276.22,0.0,0.0,90,Clouds,overcast clouds,3/19/2018 13:00,4712,high,medium
None,296.16,0.0,0.0,0,Clear,Sky is Clear,7/24/2013 19:00,3542,medium,high
None,277.48,0.0,0.0,1,Clear,sky is clear,11/10/2015 7:00,6504,very high,medium
None,274.08,0.0,0.0,90,Rain,light rain,3/26/2018 22:00,1413,very low,medium
None,300.36,0.0,0.0,40,Clouds,scattered clouds,8/8/2017 17:00,6651,very high,high
None,272.22,0.0,0.0,90,Mist,mist,3/1/2017 2:00,357,very low,low
None,267.22,0.0,0.0,90,Mist,mist,3/21/2018 6:00,5538,high,low
None,277.16,0.0,0.0,90,Drizzle,drizzle,3/27/2016 3:00,344,very low,medium
None,299.15,0.0,0.0,40,Clouds,scattered clouds,6/10/2017 9:00,3648,medium,high
None,290.55,0.0,0.0,1,Clear,sky is clear,7/14/2017 23:00,3401,medium,medium
None,296.34,0.0,0.0,68,Clouds,broken clouds,8/21/2013 9:00,5371,high,high
None,293.53,1.27,0.0,90,Rain,heavy intensity rain,8/7/2015 5:00,2780,low,high
None,291.08,0.0,0.0,1,Mist,mist,5/20/2014 23:00,2504,low,medium
None,285.97,0.0,0.0,40,Clouds,scattered clouds,8/24/2015 5:00,2824,low,medium
None,264.0,0.0,0.0,40,Haze,haze,12/30/2012 13:00,4644,high,low
None,258.51,0.0,0.0,90,Snow,light snow,12/17/2016 7:00,1195,very low,low
None,268.9,0.0,0.0,90,Mist,mist,3/6/2013 2:00,266,very low,low
None,250.14,0.0,0.0,90,Clouds,overcast clouds,3/2/2014 1:00,604,very low,low
None,286.11,0.44,0.0,92,Mist,mist,6/6/2013 11:00,4925,high,medium
